date_day,season,year,month,hour,holiday,day_of_the_week,working_day,weather_situation,temp,atemp,humidity,wind_speed,user_casual,user_registered,user_count,temp_category,month_year
2011-04-07,Summer,2011,April,12,0,Thursday,Working,Foggy or Cloudy with Mist,18.86,0.4545,0.55,0.0,39,114,153,Cool,Apr 2011
2011-04-07,Summer,2011,April,13,0,Thursday,Working,Foggy or Cloudy with Mist,21.32,0.5,0.48,0.0896,36,99,135,Warm,Apr 2011
2011-04-07,Summer,2011,April,14,0,Thursday,Working,Clear or Light Clouds,22.96,0.5303,0.43,0.0896,46,111,157,Warm,Apr 2011
2011-04-07,Summer,2011,April,15,0,Thursday,Working,Clear or Light Clouds,24.599999999999998,0.6212,0.38,0.1045,27,133,160,Warm,Apr 2011
2011-04-07,Summer,2011,April,16,0,Thursday,Working,Clear or Light Clouds,24.599999999999998,0.6212,0.35,0.0,52,161,213,Warm,Apr 2011
2011-04-07,Summer,2011,April,17,0,Thursday,Working,Clear or Light Clouds,21.32,0.5,0.52,0.2836,63,280,343,Warm,Apr 2011
2011-04-07,Summer,2011,April,18,0,Thursday,Working,Clear or Light Clouds,19.68,0.4697,0.55,0.2537,68,265,333,Cool,Apr 2011
2011-04-07,Summer,2011,April,19,0,Thursday,Working,Clear or Light Clouds,18.86,0.4545,0.59,0.2985,34,192,226,Cool,Apr 2011
2011-04-07,Summer,2011,April,20,0,Thursday,Working,Clear or Light Clouds,18.04,0.4394,0.62,0.1642,37,166,203,Cool,Apr 2011
2011-04-07,Summer,2011,April,21,0,Thursday,Working,Foggy or Cloudy with Mist,18.04,0.4394,0.67,0.2836,19,89,108,Cool,Apr 2011
2011-04-07,Summer,2011,April,22,0,Thursday,Working,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.76,0.194,18,63,81,Cool,Apr 2011
2011-04-07,Summer,2011,April,23,0,Thursday,Working,Clear or Light Clouds,15.58,0.3939,0.76,0.2537,9,45,54,Cool,Apr 2011
2011-04-08,Summer,2011,April,0,0,Friday,Working,Foggy or Cloudy with Mist,14.76,0.3485,0.76,0.2239,4,21,25,Cool,Apr 2011
2011-04-08,Summer,2011,April,1,0,Friday,Working,Foggy or Cloudy with Mist,13.940000000000001,0.3333,0.76,0.1343,3,6,9,Cool,Apr 2011
2011-04-08,Summer,2011,April,2,0,Friday,Working,Light Rain or Light Snow,13.940000000000001,0.3333,0.76,0.1642,3,10,13,Cool,Apr 2011
2011-04-08,Summer,2011,April,3,0,Friday,Working,Light Rain or Light Snow,13.940000000000001,0.3333,0.76,0.1642,0,1,1,Cool,Apr 2011
2011-04-08,Summer,2011,April,4,0,Friday,Working,Foggy or Cloudy with Mist,13.940000000000001,0.3333,0.86,0.1343,0,1,1,Cool,Apr 2011
2011-04-08,Summer,2011,April,5,0,Friday,Working,Foggy or Cloudy with Mist,13.120000000000001,0.3182,0.87,0.194,1,8,9,Cool,Apr 2011
2011-04-08,Summer,2011,April,6,0,Friday,Working,Foggy or Cloudy with Mist,13.940000000000001,0.3636,0.87,0.0,2,33,35,Cool,Apr 2011
2011-04-08,Summer,2011,April,7,0,Friday,Working,Light Rain or Light Snow,13.940000000000001,0.3333,0.87,0.1642,4,109,113,Cool,Apr 2011
2011-04-08,Summer,2011,April,8,0,Friday,Working,Light Rain or Light Snow,13.940000000000001,0.3333,0.87,0.1642,13,208,221,Cool,Apr 2011
2011-04-08,Summer,2011,April,9,0,Friday,Working,Foggy or Cloudy with Mist,14.76,0.3485,0.76,0.194,17,168,185,Cool,Apr 2011
2011-04-08,Summer,2011,April,10,0,Friday,Working,Foggy or Cloudy with Mist,14.76,0.3333,0.71,0.2836,10,63,73,Cool,Apr 2011
2011-04-08,Summer,2011,April,11,0,Friday,Working,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.62,0.3881,19,79,98,Cool,Apr 2011
2011-04-08,Summer,2011,April,12,0,Friday,Working,Light Rain or Light Snow,15.58,0.3939,0.66,0.2239,29,51,80,Cool,Apr 2011
2011-04-08,Summer,2011,April,13,0,Friday,Working,Light Rain or Light Snow,14.76,0.3333,0.76,0.2836,7,35,42,Cool,Apr 2011
2011-04-08,Summer,2011,April,14,0,Friday,Working,Light Rain or Light Snow,13.940000000000001,0.3182,0.87,0.2239,2,13,15,Cool,Apr 2011
2011-04-08,Summer,2011,April,15,0,Friday,Working,Light Rain or Light Snow,13.940000000000001,0.3182,0.87,0.2239,1,24,25,Cool,Apr 2011
2011-04-08,Summer,2011,April,16,0,Friday,Working,Foggy or Cloudy with Mist,13.120000000000001,0.303,0.93,0.2537,2,58,60,Cool,Apr 2011
2011-04-08,Summer,2011,April,17,0,Friday,Working,Light Rain or Light Snow,13.120000000000001,0.303,0.93,0.2537,10,138,148,Cool,Apr 2011
2011-04-08,Summer,2011,April,18,0,Friday,Working,Light Rain or Light Snow,13.120000000000001,0.303,0.93,0.2537,8,54,62,Cool,Apr 2011
2011-04-08,Summer,2011,April,19,0,Friday,Working,Light Rain or Light Snow,12.299999999999999,0.2727,0.93,0.4179,1,52,53,Cool,Apr 2011
2011-04-08,Summer,2011,April,20,0,Friday,Working,Foggy or Cloudy with Mist,12.299999999999999,0.2727,0.93,0.3284,12,51,63,Cool,Apr 2011
2011-04-08,Summer,2011,April,21,0,Friday,Working,Foggy or Cloudy with Mist,12.299999999999999,0.2879,0.93,0.2537,11,43,54,Cool,Apr 2011
2011-04-08,Summer,2011,April,22,0,Friday,Working,Foggy or Cloudy with Mist,12.299999999999999,0.2727,0.93,0.2985,9,42,51,Cool,Apr 2011
2011-04-08,Summer,2011,April,23,0,Friday,Working,Foggy or Cloudy with Mist,12.299999999999999,0.2879,0.93,0.2239,4,31,35,Cool,Apr 2011
2011-04-09,Summer,2011,April,0,0,Saturday,Holiday,Foggy or Cloudy with Mist,12.299999999999999,0.2879,0.87,0.2239,5,26,31,Cool,Apr 2011
2011-04-09,Summer,2011,April,1,0,Saturday,Holiday,Foggy or Cloudy with Mist,12.299999999999999,0.303,0.87,0.1343,3,17,20,Cool,Apr 2011
2011-04-09,Summer,2011,April,2,0,Saturday,Holiday,Foggy or Cloudy with Mist,13.120000000000001,0.303,0.87,0.2239,2,15,17,Cool,Apr 2011
2011-04-09,Summer,2011,April,3,0,Saturday,Holiday,Light Rain or Light Snow,12.299999999999999,0.2879,1.0,0.2537,3,11,14,Cool,Apr 2011
2011-04-09,Summer,2011,April,4,0,Saturday,Holiday,Light Rain or Light Snow,12.299999999999999,0.2727,1.0,0.2537,0,3,3,Cool,Apr 2011
2011-04-09,Summer,2011,April,5,0,Saturday,Holiday,Foggy or Cloudy with Mist,12.299999999999999,0.2879,0.93,0.2239,0,5,5,Cool,Apr 2011
2011-04-09,Summer,2011,April,6,0,Saturday,Holiday,Foggy or Cloudy with Mist,12.299999999999999,0.2879,0.93,0.194,0,13,13,Cool,Apr 2011
2011-04-09,Summer,2011,April,7,0,Saturday,Holiday,Foggy or Cloudy with Mist,12.299999999999999,0.303,0.93,0.1642,8,13,21,Cool,Apr 2011
2011-04-09,Summer,2011,April,8,0,Saturday,Holiday,Foggy or Cloudy with Mist,13.120000000000001,0.303,0.93,0.1642,7,47,54,Cool,Apr 2011
2011-04-09,Summer,2011,April,9,0,Saturday,Holiday,Foggy or Cloudy with Mist,13.940000000000001,0.3485,0.87,0.1045,27,71,98,Cool,Apr 2011
2011-04-09,Summer,2011,April,10,0,Saturday,Holiday,Foggy or Cloudy with Mist,13.940000000000001,0.3333,0.87,0.1343,43,90,133,Cool,Apr 2011
2011-04-09,Summer,2011,April,11,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3636,0.81,0.0,51,91,142,Cool,Apr 2011
2011-04-09,Summer,2011,April,12,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3485,0.81,0.1343,79,123,202,Cool,Apr 2011
2011-04-09,Summer,2011,April,13,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3788,0.81,0.0,114,108,222,Cool,Apr 2011
2011-04-09,Summer,2011,April,14,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3485,0.81,0.1343,94,118,212,Cool,Apr 2011
2011-04-09,Summer,2011,April,15,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3788,0.87,0.0,85,116,201,Cool,Apr 2011
2011-04-09,Summer,2011,April,16,0,Saturday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.82,0.0,73,118,191,Cool,Apr 2011
2011-04-09,Summer,2011,April,17,0,Saturday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.82,0.0896,128,129,257,Cool,Apr 2011
2011-04-09,Summer,2011,April,18,0,Saturday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.82,0.1045,48,129,177,Cool,Apr 2011
2011-04-09,Summer,2011,April,19,0,Saturday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.82,0.1343,47,83,130,Cool,Apr 2011
2011-04-09,Summer,2011,April,20,0,Saturday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.87,0.1642,19,74,93,Cool,Apr 2011
2011-04-09,Summer,2011,April,21,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3485,0.93,0.1343,10,65,75,Cool,Apr 2011
2011-04-09,Summer,2011,April,22,0,Saturday,Holiday,Foggy or Cloudy with Mist,14.76,0.3485,0.93,0.1343,21,66,87,Cool,Apr 2011
2011-04-09,Summer,2011,April,23,0,Saturday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.87,0.0896,12,45,57,Cool,Apr 2011
2011-04-10,Summer,2011,April,0,0,Sunday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.87,0.0896,5,48,53,Cool,Apr 2011
2011-04-10,Summer,2011,April,1,0,Sunday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.87,0.1343,6,31,37,Cool,Apr 2011
2011-04-10,Summer,2011,April,2,0,Sunday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.87,0.0896,12,24,36,Cool,Apr 2011
2011-04-10,Summer,2011,April,3,0,Sunday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.87,0.1343,5,11,16,Cool,Apr 2011
2011-04-10,Summer,2011,April,4,0,Sunday,Holiday,Foggy or Cloudy with Mist,14.76,0.3636,0.93,0.1045,3,2,5,Cool,Apr 2011
2011-04-10,Summer,2011,April,5,0,Sunday,Holiday,Foggy or Cloudy with Mist,14.76,0.3636,0.93,0.0896,0,4,4,Cool,Apr 2011
2011-04-10,Summer,2011,April,6,0,Sunday,Holiday,Foggy or Cloudy with Mist,14.76,0.3636,0.93,0.0896,0,4,4,Cool,Apr 2011
2011-04-10,Summer,2011,April,7,0,Sunday,Holiday,Foggy or Cloudy with Mist,14.76,0.3636,1.0,0.0896,3,7,10,Cool,Apr 2011
2011-04-10,Summer,2011,April,8,0,Sunday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.94,0.0896,17,38,55,Cool,Apr 2011
2011-04-10,Summer,2011,April,9,0,Sunday,Holiday,Foggy or Cloudy with Mist,15.58,0.3939,0.94,0.1343,31,50,81,Cool,Apr 2011
2011-04-10,Summer,2011,April,10,0,Sunday,Holiday,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.87,0.0,69,81,150,Cool,Apr 2011
2011-04-10,Summer,2011,April,11,0,Sunday,Holiday,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.87,0.1343,93,109,202,Cool,Apr 2011
2011-04-10,Summer,2011,April,12,0,Sunday,Holiday,Foggy or Cloudy with Mist,17.22,0.4242,0.88,0.1343,94,136,230,Cool,Apr 2011
2011-04-10,Summer,2011,April,13,0,Sunday,Holiday,Clear or Light Clouds,18.86,0.4545,0.82,0.1045,121,142,263,Cool,Apr 2011
2011-04-10,Summer,2011,April,14,0,Sunday,Holiday,Clear or Light Clouds,20.5,0.4848,0.72,0.194,148,133,281,Warm,Apr 2011
2011-04-10,Summer,2011,April,15,0,Sunday,Holiday,Clear or Light Clouds,20.5,0.4848,0.77,0.2239,156,141,297,Warm,Apr 2011
2011-04-10,Summer,2011,April,16,0,Sunday,Holiday,Foggy or Cloudy with Mist,21.32,0.5,0.72,0.1642,135,153,288,Warm,Apr 2011
2011-04-10,Summer,2011,April,17,0,Sunday,Holiday,Foggy or Cloudy with Mist,21.32,0.5,0.72,0.194,84,152,236,Warm,Apr 2011
2011-04-10,Summer,2011,April,18,0,Sunday,Holiday,Clear or Light Clouds,20.5,0.4848,0.77,0.194,103,137,240,Warm,Apr 2011
2011-04-10,Summer,2011,April,19,0,Sunday,Holiday,Clear or Light Clouds,20.5,0.4848,0.77,0.194,47,84,131,Warm,Apr 2011
2011-04-10,Summer,2011,April,20,0,Sunday,Holiday,Clear or Light Clouds,18.86,0.4545,0.82,0.1343,21,71,92,Cool,Apr 2011
2011-04-10,Summer,2011,April,21,0,Sunday,Holiday,Clear or Light Clouds,18.04,0.4394,0.88,0.194,18,77,95,Cool,Apr 2011
2011-04-10,Summer,2011,April,22,0,Sunday,Holiday,Clear or Light Clouds,18.04,0.4394,0.94,0.2537,12,45,57,Cool,Apr 2011
2011-04-10,Summer,2011,April,23,0,Sunday,Holiday,Clear or Light Clouds,18.86,0.4545,0.88,0.3582,5,27,32,Cool,Apr 2011
2011-04-11,Summer,2011,April,0,0,Monday,Working,Clear or Light Clouds,19.68,0.4697,0.88,0.3284,7,16,23,Cool,Apr 2011
2011-04-11,Summer,2011,April,1,0,Monday,Working,Clear or Light Clouds,18.86,0.4545,0.94,0.2836,1,3,4,Cool,Apr 2011
2011-04-11,Summer,2011,April,2,0,Monday,Working,Clear or Light Clouds,18.86,0.4545,0.94,0.2836,7,2,9,Cool,Apr 2011
2011-04-11,Summer,2011,April,4,0,Monday,Working,Clear or Light Clouds,18.86,0.4545,0.94,0.194,0,1,1,Cool,Apr 2011
2011-04-11,Summer,2011,April,5,0,Monday,Working,Clear or Light Clouds,18.86,0.4545,0.94,0.194,1,12,13,Cool,Apr 2011
2011-04-11,Summer,2011,April,6,0,Monday,Working,Foggy or Cloudy with Mist,18.86,0.4545,1.0,0.2239,2,59,61,Cool,Apr 2011
2011-04-11,Summer,2011,April,7,0,Monday,Working,Foggy or Cloudy with Mist,20.5,0.4848,0.88,0.2239,12,164,176,Warm,Apr 2011
2011-04-11,Summer,2011,April,8,0,Monday,Working,Foggy or Cloudy with Mist,21.32,0.5,0.88,0.2836,28,286,314,Warm,Apr 2011
2011-04-11,Summer,2011,April,9,0,Monday,Working,Foggy or Cloudy with Mist,22.96,0.5303,0.83,0.2836,33,132,165,Warm,Apr 2011
2011-04-11,Summer,2011,April,10,0,Monday,Working,Foggy or Cloudy with Mist,22.96,0.5303,0.83,0.2985,41,55,96,Warm,Apr 2011
2011-04-11,Summer,2011,April,11,0,Monday,Working,Foggy or Cloudy with Mist,24.599999999999998,0.5909,0.73,0.2985,45,59,104,Warm,Apr 2011
2011-04-11,Summer,2011,April,12,0,Monday,Working,Foggy or Cloudy with Mist,24.599999999999998,0.5909,0.73,0.3284,37,97,134,Warm,Apr 2011
2011-04-11,Summer,2011,April,13,0,Monday,Working,Foggy or Cloudy with Mist,26.240000000000002,0.6061,0.69,0.4179,62,77,139,Warm,Apr 2011
2011-04-11,Summer,2011,April,14,0,Monday,Working,Foggy or Cloudy with Mist,29.52,0.6667,0.54,0.3582,60,85,145,Warm,Apr 2011
2011-04-11,Summer,2011,April,15,0,Monday,Working,Clear or Light Clouds,30.34,0.6667,0.48,0.5224,56,85,141,Hot,Apr 2011
2011-04-11,Summer,2011,April,16,0,Monday,Working,Clear or Light Clouds,30.34,0.6667,0.48,0.5224,73,162,235,Hot,Apr 2011
2011-04-11,Summer,2011,April,17,0,Monday,Working,Clear or Light Clouds,30.34,0.6667,0.48,0.5224,100,352,452,Hot,Apr 2011
2011-04-11,Summer,2011,April,18,0,Monday,Working,Clear or Light Clouds,29.52,0.6667,0.51,0.3881,93,290,383,Warm,Apr 2011
2011-04-11,Summer,2011,April,19,0,Monday,Working,Clear or Light Clouds,29.52,0.6667,0.51,0.4478,73,211,284,Warm,Apr 2011
2011-04-11,Summer,2011,April,20,0,Monday,Working,Clear or Light Clouds,27.880000000000003,0.6364,0.57,0.5224,44,122,166,Warm,Apr 2011
2011-04-11,Summer,2011,April,21,0,Monday,Working,Clear or Light Clouds,27.060000000000002,0.6212,0.61,0.2537,39,119,158,Warm,Apr 2011
2011-04-11,Summer,2011,April,22,0,Monday,Working,Foggy or Cloudy with Mist,26.240000000000002,0.6212,0.5,0.2836,25,66,91,Warm,Apr 2011
2011-04-11,Summer,2011,April,23,0,Monday,Working,Light Rain or Light Snow,23.779999999999998,0.5455,0.6,0.0,16,38,54,Warm,Apr 2011
2011-04-12,Summer,2011,April,0,0,Tuesday,Working,Foggy or Cloudy with Mist,25.419999999999998,0.6212,0.5,0.1045,11,13,24,Warm,Apr 2011
2011-04-12,Summer,2011,April,1,0,Tuesday,Working,Foggy or Cloudy with Mist,25.419999999999998,0.6212,0.5,0.0896,6,7,13,Warm,Apr 2011
2011-04-12,Summer,2011,April,2,0,Tuesday,Working,Foggy or Cloudy with Mist,24.599999999999998,0.6212,0.53,0.1343,7,7,14,Warm,Apr 2011
2011-04-12,Summer,2011,April,3,0,Tuesday,Working,Foggy or Cloudy with Mist,23.779999999999998,0.5455,0.56,0.1343,0,1,1,Warm,Apr 2011
2011-04-12,Summer,2011,April,4,0,Tuesday,Working,Foggy or Cloudy with Mist,22.96,0.5303,0.64,0.1343,4,2,6,Warm,Apr 2011
2011-04-12,Summer,2011,April,5,0,Tuesday,Working,Foggy or Cloudy with Mist,22.14,0.5152,0.68,0.1343,1,15,16,Warm,Apr 2011
2011-04-12,Summer,2011,April,6,0,Tuesday,Working,Foggy or Cloudy with Mist,22.14,0.5152,0.68,0.2836,3,55,58,Warm,Apr 2011
2011-04-12,Summer,2011,April,7,0,Tuesday,Working,Foggy or Cloudy with Mist,22.14,0.5152,0.68,0.2239,12,177,189,Warm,Apr 2011
2011-04-12,Summer,2011,April,8,0,Tuesday,Working,Light Rain or Light Snow,19.68,0.4697,0.88,0.3881,15,211,226,Cool,Apr 2011
2011-04-12,Summer,2011,April,9,0,Tuesday,Working,Light Rain or Light Snow,18.86,0.4545,0.94,0.4925,4,50,54,Cool,Apr 2011
2011-04-12,Summer,2011,April,10,0,Tuesday,Working,Light Rain or Light Snow,20.5,0.4848,0.82,0.4179,6,34,40,Warm,Apr 2011
2011-04-12,Summer,2011,April,11,0,Tuesday,Working,Clear or Light Clouds,21.32,0.5,0.77,0.3582,11,38,49,Warm,Apr 2011
2011-04-12,Summer,2011,April,12,0,Tuesday,Working,Foggy or Cloudy with Mist,22.96,0.5303,0.64,0.4627,9,83,92,Warm,Apr 2011
2011-04-12,Summer,2011,April,13,0,Tuesday,Working,Light Rain or Light Snow,22.14,0.5152,0.68,0.2836,22,84,106,Warm,Apr 2011
2011-04-12,Summer,2011,April,14,0,Tuesday,Working,Foggy or Cloudy with Mist,20.5,0.4848,0.82,0.2836,16,28,44,Warm,Apr 2011
2011-04-12,Summer,2011,April,15,0,Tuesday,Working,Foggy or Cloudy with Mist,19.68,0.4697,0.77,0.5224,24,54,78,Cool,Apr 2011
2011-04-12,Summer,2011,April,16,0,Tuesday,Working,Foggy or Cloudy with Mist,19.68,0.4697,0.77,0.3881,19,80,99,Cool,Apr 2011
2011-04-12,Summer,2011,April,17,0,Tuesday,Working,Light Rain or Light Snow,18.04,0.4394,0.77,0.2239,29,262,291,Cool,Apr 2011
2011-04-12,Summer,2011,April,18,0,Tuesday,Working,Light Rain or Light Snow,18.04,0.4394,0.77,0.2239,21,203,224,Cool,Apr 2011
2011-04-12,Summer,2011,April,19,0,Tuesday,Working,Foggy or Cloudy with Mist,17.22,0.4242,0.82,0.2836,3,127,130,Cool,Apr 2011
2011-04-12,Summer,2011,April,20,0,Tuesday,Working,Foggy or Cloudy with Mist,17.22,0.4242,0.82,0.2836,9,94,103,Cool,Apr 2011
2011-04-12,Summer,2011,April,21,0,Tuesday,Working,Foggy or Cloudy with Mist,17.22,0.4242,0.82,0.194,10,74,84,Cool,Apr 2011
2011-04-12,Summer,2011,April,22,0,Tuesday,Working,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.94,0.2985,7,47,54,Cool,Apr 2011
2011-04-12,Summer,2011,April,23,0,Tuesday,Working,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.94,0.2537,8,31,39,Cool,Apr 2011
2011-04-13,Summer,2011,April,0,0,Wednesday,Working,Foggy or Cloudy with Mist,16.400000000000002,0.4091,1.0,0.2985,3,12,15,Cool,Apr 2011
2011-04-13,Summer,2011,April,1,0,Wednesday,Working,Foggy or Cloudy with Mist,16.400000000000002,0.4091,1.0,0.2985,0,1,1,Cool,Apr 2011
2011-04-13,Summer,2011,April,2,0,Wednesday,Working,Light Rain or Light Snow,16.400000000000002,0.4091,1.0,0.2985,0,2,2,Cool,Apr 2011
2011-04-13,Summer,2011,April,3,0,Wednesday,Working,Light Rain or Light Snow,16.400000000000002,0.4091,0.94,0.3284,0,2,2,Cool,Apr 2011
2011-04-13,Summer,2011,April,4,0,Wednesday,Working,Light Rain or Light Snow,16.400000000000002,0.4091,0.94,0.3284,1,2,3,Cool,Apr 2011
2011-04-13,Summer,2011,April,5,0,Wednesday,Working,Light Rain or Light Snow,15.58,0.3939,0.94,0.2537,1,4,5,Cool,Apr 2011
2011-04-13,Summer,2011,April,6,0,Wednesday,Working,Light Rain or Light Snow,15.58,0.3939,0.94,0.2239,1,33,34,Cool,Apr 2011
2011-04-13,Summer,2011,April,7,0,Wednesday,Working,Light Rain or Light Snow,14.76,0.3485,1.0,0.2239,3,67,70,Cool,Apr 2011
2011-04-13,Summer,2011,April,8,0,Wednesday,Working,Light Rain or Light Snow,15.58,0.3939,0.94,0.194,6,158,164,Cool,Apr 2011
2011-04-13,Summer,2011,April,9,0,Wednesday,Working,Foggy or Cloudy with Mist,15.58,0.3939,0.94,0.2239,2,63,65,Cool,Apr 2011
2011-04-13,Summer,2011,April,10,0,Wednesday,Working,Foggy or Cloudy with Mist,16.400000000000002,0.4091,0.87,0.194,4,42,46,Cool,Apr 2011
2011-04-13,Summer,2011,April,11,0,Wednesday,Working,Foggy or Cloudy with Mist,17.22,0.4242,0.82,0.194,4,57,61,Cool,Apr 2011
2011-04-13,Summer,2011,April,12,0,Wednesday,Working,Light Rain or Light Snow,17.22,0.4242,0.82,0.2537,12,83,95,Cool,Apr 2011
2011-04-13,Summer,2011,April,13,0,Wednesday,Working,Foggy or Cloudy with Mist,18.04,0.4394,0.77,0.194,6,55,61,Cool,Apr 2011
2011-04-13,Summer,2011,April,14,0,Wednesday,Working,Foggy or Cloudy with Mist,17.22,0.4242,0.77,0.2537,24,82,106,Cool,Apr 2011
2011-04-13,Summer,2011,April,15,0,Wednesday,Working,Foggy or Cloudy with Mist,18.04,0.4394,0.72,0.2836,12,69,81,Cool,Apr 2011
2011-04-13,Summer,2011,April,16,0,Wednesday,Working,Clear or Light Clouds,18.86,0.4545,0.67,0.2836,23,119,142,Cool,Apr 2011
2011-04-13,Summer,2011,April,17,0,Wednesday,Working,Clear or Light Clouds,18.86,0.4545,0.67,0.2985,25,284,309,Cool,Apr 2011
2011-04-13,Summer,2011,April,18,0,Wednesday,Working,Clear or Light Clouds,18.04,0.4394,0.62,0.3881,28,293,321,Cool,Apr 2011
2011-04-13,Summer,2011,April,19,0,Wednesday,Working,Clear or Light Clouds,18.04,0.4394,0.62,0.2537,15,160,175,Cool,Apr 2011
2011-04-13,Summer,2011,April,20,0,Wednesday,Working,Clear or Light Clouds,18.04,0.4394,0.62,0.2537,7,119,126,Cool,Apr 2011
2011-04-13,Summer,2011,April,21,0,Wednesday,Working,Clear or Light Clouds,17.22,0.4242,0.67,0.1642,17,100,117,Cool,Apr 2011
2011-04-13,Summer,2011,April,22,0,Wednesday,Working,Clear or Light Clouds,17.22,0.4242,0.67,0.194,10,89,99,Cool,Apr 2011
2011-04-13,Summer,2011,April,23,0,Wednesday,Working,Clear or Light Clouds,16.400000000000002,0.4091,0.71,0.1343,5,57,62,Cool,Apr 2011
2011-04-14,Summer,2011,April,0,0,Thursday,Working,Clear or Light Clouds,15.58,0.3939,0.76,0.1343,3,18,21,Cool,Apr 2011
2011-04-14,Summer,2011,April,1,0,Thursday,Working,Clear or Light Clouds,15.58,0.3939,0.76,0.2239,1,9,10,Cool,Apr 2011
2011-04-14,Summer,2011,April,2,0,Thursday,Working,Clear or Light Clouds,14.76,0.3485,0.76,0.1343,0,3,3,Cool,Apr 2011
2011-04-14,Summer,2011,April,3,0,Thursday,Working,Clear or Light Clouds,13.940000000000001,0.3333,0.81,0.1343,0,2,2,Cool,Apr 2011
2011-04-14,Summer,2011,April,4,0,Thursday,Working,Clear or Light Clouds,13.940000000000001,0.3636,0.76,0.0,1,8,9,Cool,Apr 2011
2011-04-14,Summer,2011,April,5,0,Thursday,Working,Clear or Light Clouds,13.940000000000001,0.3485,0.76,0.0896,2,12,14,Cool,Apr 2011
2011-04-14,Summer,2011,April,6,0,Thursday,Working,Clear or Light Clouds,13.940000000000001,0.3485,0.76,0.1045,4,66,70,Cool,Apr 2011
2011-04-14,Summer,2011,April,7,0,Thursday,Working,Clear or Light Clouds,15.58,0.3939,0.66,0.0,11,182,193,Cool,Apr 2011
2011-04-14,Summer,2011,April,8,0,Thursday,Working,Clear or Light Clouds,17.22,0.4242,0.58,0.1642,21,316,337,Cool,Apr 2011
2011-04-14,Summer,2011,April,9,0,Thursday,Working,Clear or Light Clouds,18.86,0.4545,0.51,0.1343,18,152,170,Cool,Apr 2011
2011-04-14,Summer,2011,April,10,0,Thursday,Working,Clear or Light Clouds,20.5,0.4848,0.51,0.194,21,68,89,Warm,Apr 2011
2011-04-14,Summer,2011,April,11,0,Thursday,Working,Clear or Light Clouds,21.32,0.5,0.45,0.1642,28,87,115,Warm,Apr 2011
2011-04-14,Summer,2011,April,12,0,Thursday,Working,Clear or Light Clouds,22.14,0.5152,0.42,0.1343,35,110,145,Warm,Apr 2011
2011-04-14,Summer,2011,April,13,0,Thursday,Working,Clear or Light Clouds,22.96,0.5303,0.37,0.2239,38,121,159,Warm,Apr 2011
2011-04-14,Summer,2011,April,14,0,Thursday,Working,Clear or Light Clouds,22.96,0.5303,0.35,0.0896,36,101,137,Warm,Apr 2011
2011-04-14,Summer,2011,April,15,0,Thursday,Working,Clear or Light Clouds,24.599999999999998,0.6212,0.31,0.0896,57,85,142,Warm,Apr 2011
2011-04-14,Summer,2011,April,16,0,Thursday,Working,Clear or Light Clouds,24.599999999999998,0.6061,0.26,0.1045,49,153,202,Warm,Apr 2011
2011-04-14,Summer,2011,April,17,0,Thursday,Working,Clear or Light Clouds,24.599999999999998,0.6061,0.28,0.0,50,338,388,Warm,Apr 2011
2011-04-14,Summer,2011,April,18,0,Thursday,Working,Clear or Light Clouds,22.96,0.5303,0.3,0.0,47,290,337,Warm,Apr 2011
2011-04-14,Summer,2011,April,19,0,Thursday,Working,Clear or Light Clouds,22.14,0.5152,0.32,0.0,37,222,259,Warm,Apr 2011
2011-04-14,Summer,2011,April,20,0,Thursday,Working,Clear or Light Clouds,20.5,0.4848,0.51,0.194,22,147,169,Warm,Apr 2011
2011-04-14,Summer,2011,April,21,0,Thursday,Working,Clear or Light Clouds,18.86,0.4545,0.63,0.1343,19,126,145,Cool,Apr 2011
2011-04-14,Summer,2011,April,22,0,Thursday,Working,Clear or Light Clouds,19.68,0.4697,0.55,0.1045,22,82,104,Cool,Apr 2011
